ParentBusinessUnit,BusinessUnit,Latitude,Longitude,StateShort,Year,Make,Model,Trim,Mileage,ListPrice,LotPrice,MSRP,MarketAveragePrice,AgeInDays,Color,InteriorColor,ReconditionCost,UnitCost,PotentialGross,Stock,VIN,Received,Transmission,Risk,PrimaryBookValue,class
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2016,Honda,Accord,EX-L,37286,17977,19850,17977,21768.2,85,RED-,19305,NULL,17527.87,449.13,G180305B,1HGCT1B84GA011988,12/11/2018,CVT Transmission,YELLOW,17683,2-door Mid-Size Passenger Car
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2018,GMC,Yukon,SLT,24700,49986,49986,49986,47325.5,40,SILVER-,50429,NULL,48065.06,1920.94,VP8946,1GKS2BKC9JR190615,1/25/2019,Automatic,GREEN,45601,4WD Sport Utility Vehicles
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2018,GMC,Yukon,SLT,23757,47486,51986,47486,47742.1666,83,WHITE-,WHITE-,NULL,48657.43,-1171.43,VP8945,1GKS2BKC6JR258479,12/13/2018,Automatic,GREEN,44926,4WD Sport Utility Vehicles
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2018,GMC,Yukon XL,SLT,18311,51586,54986,51586,49736,83,WHITE-,54222,NULL,53365.59,-1779.59,VP8944,1GKS2GKC8JR243284,12/13/2018,Automatic,GREEN,47081,4WD Sport Utility Vehicles
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2017,GMC,Sierra 1500,SLT,22615,44995,44995,44995,39622.8571,82,GRAY-,42571,NULL,41921.19,3073.81,G189098B,3GTU2NEC0HG378225,12/14/2018,Automatic,GREEN,38616,4WD Standard Pickup Trucks
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2018,GMC,Sierra 2500HD,SLT,13380,56386,59995,56386,54998.5,76,BLACK-,58138,NULL,56167.26,218.74,VP8956,1GT12TEY8JF247991,12/20/2018,Automatic,GREEN,52353,4WD Standard Pickup Trucks
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2016,GMC,Sierra 1500,SLT,41603,35986,36986,35986,37130.3333,78,BLUE-,38124,NULL,35101.59,884.41,G199019A,3GTU2NEC9GG143613,12/18/2018,Automatic,GREEN,33686,4WD Standard Pickup Trucks
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2010,Ford,Taurus,LIMITED,106504,8986,9995,8986,11963,80,SILVER-,8418,NULL,8420.61,565.39,G180077B,1FAHP2FW4AG142940,12/16/2018,Automatic,RED,7330,4-door Large Passenger Car
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2015,MINI,Cooper, ,17854,17486,18995,17486,16490,63,RED-,18318,NULL,15412.35,2073.65,K199008A,WMWZN3C52FT862285,1/2/2019,N/A,YELLOW,15784,2-door Mini-Compact Passenger Car
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2016,Mazda,MX-5 Miata,CLUB,5751,21846,23995,21846,NULL,59,BLACK-,21588,NULL,20138.3,1707.7,G180361A2A,JM1NDAC73G0109135,1/6/2019,N/A,YELLOW,20750,Two-seater Passenger Car
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2017,Chevrolet,Spark,LS,12780,10995,10995,10995,10776.8,52,GREEN-,9997,NULL,10263.59,731.41,B180099C,KL8CB6SA6HC726769,1/13/2019,CVT Transmission,YELLOW,8638,4-door Sub-Compact Passenger Car
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2017,Hyundai,Tucson,LIMITED,20998,24986,25986,24986,24363.75,55,BLACK-,25447,NULL,23116,1870,VWP8612A,KM8J3CA21HU358589,1/10/2019,Automatic,YELLOW,22122,4WD Sport Utility Vehicles
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2011,Honda,Accord,EX-L,81815,11986,11986,11986,NULL,50,SILVER-,10418,NULL,9842.72,2143.28,B180108B,1HGCS1B87BA006005,1/15/2019,5-Speed A/T,RED,8690,2-door Compact Passenger Car
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2003,Chevrolet,Corvette,,41204,16977,17986,16977,NULL,50,BLUE-,13303,NULL,14291.13,2685.87,G190045A1,1G1YY22G835129654,1/15/2019,Automatic,RED,13086,Two-seater Passenger Car
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2015,Mazda,CX-9,GRAND TOURING,49562,23486,23995,23486,21990,45,RED-,23050,NULL,21542.32,1943.68,VP8568A,JM3TB3DV4F0469140,1/20/2019,Automatic,YELLOW,19100,4WD Sport Utility Vehicles
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2015,Buick,Encore,PREMIUM,26562,19986,19986,19986,17990,36,SILVER-,18590,NULL,19413.03,572.97,VP9012,KL4CJHSB6FB246565,1/29/2019,Automatic,YELLOW,16808,4WD Sport Utility Vehicles
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2018,GMC,Acadia,SLT,23998,31986,31986,31986,29847.9285,37,SILVER-,32286,NULL,29894.01,2091.99,VP9008,1GKKNULS5JZ192385,1/28/2019,Automatic,GREEN,28625,4WD Sport Utility Vehicles
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2016,GMC,Terrain,SLT,37140,21986,21986,21986,22302.75,34,WHITE-,22945,NULL,22655.59,-669.59,VP9019,2GKFLUE35G6154091,1/31/2019,Automatic,GREEN,20203,4WD Sport Utility Vehicles
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2017,GMC,Terrain,SLT,28383,23986,23986,23986,26964,34,GRAY-,24832,NULL,24920.09,-934.09,VP9020,2GKFLUE33H6205072,1/31/2019,Automatic,GREEN,22558,4WD Sport Utility Vehicles
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2014,Cadillac,CTS,LUXURY RWD,65052,19986,19986,19986,NULL,33,RED-,18497,NULL,17296.07,2689.93,K170059A,1G6AR5SX7E0174840,2/1/2019,Automatic,GREEN,15295,4-door Mid-Size Passenger Car
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2007,Dodge,Ram 2500,SLT,114923,24986,24986,24986,20999,35,BLUE-,24615,NULL,20689.08,4296.92,G180351A1,1D7KS28C77J559519,1/30/2019,Automatic,RED,19879,4WD Standard Pickup Trucks
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2010,Acura,TL,TECH AUTO,59904,16995,16995,16995,14990,33,SILVER-,14005,NULL,14188.86,2806.14,VP8766A,19UUA9F55AA005472,2/1/2019,5-Speed A/T,RED,12247,4-door Mid-Size Passenger Car
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2016,Honda,Pilot,EX-L,30882,31948,31948,31948,32207.75,32,BLACK-,31825,NULL,28835.22,3112.78,VP8493A,5FNYF6H78GB063154,2/2/2019,Automatic,GREEN,28492,4WD Sport Utility Vehicles
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2008,Chevrolet,Impala,SS,144357,NULL,0,NULL,NULL,24,RED,NULL,NULL,3061,NULL,G190008B,2G1WD58C589105685,2/10/2019,Automatic,RED,3573,4-door Large Passenger Car
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2017,Cadillac,XTS,PREMIUM LUXURY,33551,34986,34986,34986,NULL,22,WHITE-,36146,NULL,32169.29,2816.71,VP9041,2G61R5S32H9160948,2/12/2019,Automatic,YELLOW,30843,4-door Large Passenger Car
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2018,GMC,Acadia,SLT,9615,NULL,0,NULL,29990.4666,19,SILVER-,32807,NULL,31826.18,NULL,VP9059,1GKKNULS9JZ243922,2/15/2019,Automatic,GREEN,29733,4WD Sport Utility Vehicles
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2017,GMC,Sierra 1500,SLT,27515,NULL,0,NULL,40294.375,18,GRAY-,40049,NULL,37706.68,NULL,G190085A,3GTU2NEC2HG414738,2/16/2019,Automatic,GREEN,37758,4WD Standard Pickup Trucks
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2016,GMC,Yukon,SLT,25856,NULL,0,NULL,NULL,19,BLACK,NULL,NULL,NULL,NULL,VP9061,1GKS2BKCXGR194293,2/15/2019,Automatic,GREEN,40548,4WD Sport Utility Vehicles
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2015,Ford,Super Duty F-250 SRW,XLT,91534,33986,33986,33986,36063.8,19,SILVER-,34365,NULL,29985.18,4000.82,G180309A,1FT7W2BT4FED56530,2/15/2019,Automatic,YELLOW,30236,4WD Standard Pickup Trucks
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2016,Buick,Enclave,PREMIUM,33256,NULL,0,NULL,30555.2,19,BLACK-,29738,NULL,29867.21,NULL,VP9058,5GAKVCKD4GJ165003,2/15/2019,Automatic,YELLOW,26715,4WD Sport Utility Vehicles
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2016,GMC,Yukon,DENALI,66817,NULL,0,NULL,49075.3333,19,SILVER,NULL,NULL,NULL,NULL,VP9056,1GKS2CKJ8GR253376,2/15/2019,Automatic,GREEN,39300,4WD Sport Utility Vehicles
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2016,GMC,Acadia,DENALI,29615,NULL,0,NULL,31061.5,19,WHITE-,31702,NULL,31121.59,NULL,VP9057,1GKKVTKD1GJ178679,2/15/2019,Automatic,GREEN,28113,4WD Sport Utility Vehicles
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2018,Buick,Enclave,ESSENCE,13006,NULL,0,NULL,38490,19,STEEL-,39318,NULL,37256.59,NULL,VP9060,5GAEVAKW8JJ261517,2/15/2019,Automatic,YELLOW,34307,4WD Sport Utility Vehicles
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2016,Ram,1500,SLT,33039,23995,23995,23995,16999,22,GRAY-,/,NULL,18841.02,5153.98,VCP8765A,1C6RR7GG7GS228284,2/12/2019,Automatic,YELLOW,21744,4WD Standard Pickup Trucks
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2016,Cadillac,Escalade,LUXURY COLLECTION,30318,NULL,0,NULL,50992,13,WHITE,NULL,NULL,52708,NULL,VP9065,1GYS4BKJ0GR229700,2/21/2019,6-Speed A/T,GREEN,49019,4WD Sport Utility Vehicles
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2017,GMC,Acadia,SLT,22091,NULL,0,NULL,31509,13,RED-,32808,NULL,30590.09,NULL,VP9075,1GKKNWLS0HZ232054,2/21/2019,Automatic,GREEN,29611,4WD Sport Utility Vehicles
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2011,Ford,Ranger,SPORT,76975,NULL,0,NULL,15122,10,SILVER-,16181,NULL,15103.9,NULL,VP9033A,1FTLR4FE5BPA72657,2/24/2019,Manual,RED,14963,4WD Small Pickup Trucks
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2013,Volvo,XC60,3.2L PREMIER,62344,18995,18995,18995,NULL,12,BRONZE-,18658,NULL,15920.77,3074.23,VP7965A,YV4940DZ2D2430379,2/22/2019,Automatic,YELLOW,16417,4WD Sport Utility Vehicles
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2013,Chevrolet,Silverado 3500HD,LT,15494,NULL,0,NULL,NULL,10,RED-,46115,NULL,42100.26,NULL,G189076B,1GC4K0C88DF244768,2/24/2019,Automatic,YELLOW,43551,4WD Standard Pickup Trucks
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2016,Buick,Encore, ,18042,NULL,0,NULL,16263,11,GRAPHITE-,15302,NULL,15386.14,NULL,VP9078,KL4CJASB4GB586550,2/23/2019,Automatic,YELLOW,13760,2WD Sport Utility Vehicles
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2008,GMC,Sierra 2500HD,WORK TRUCK,83187,NULL,0,NULL,NULL,10,SILVER-,22559,NULL,17670.69,NULL,B180104C,1GTHK23K48F155410,2/24/2019,Automatic,RED,18269,4WD Standard Pickup Trucks
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2014,Cadillac,SRX,PERFORMANCE COLLECTION,43174,NULL,0,NULL,NULL,13,SILVER-,22600,NULL,22352.09,NULL,VP9072,3GYFNCE37ES537622,2/21/2019,Automatic,GREEN,20690,2WD Sport Utility Vehicles
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2015,Buick,Encore,PREMIUM,20444,NULL,0,NULL,18988,9,WHITE-,19352,NULL,18483.79,NULL,VP9098,KL4CJHSBXFB210863,2/25/2019,Automatic,YELLOW,17261,4WD Sport Utility Vehicles
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2016,Buick,Regal,PREMIUM II,22067,NULL,0,NULL,NULL,8,WHITE-,18029,NULL,17279.54,NULL,VP9103,2G4GS5GXXG9138343,2/26/2019,Automatic,YELLOW,15871,4-door Mid-Size Passenger Car
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2018,Buick,Encore,PREFERRED,2102,NULL,0,NULL,19537.6666,8,WHITE-,20043,NULL,17203.57,NULL,B190000A,KL4CJASB2JB681325,2/26/2019,Automatic,YELLOW,17335,2WD Sport Utility Vehicles
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2010,Cadillac,CTS,PREMIUM,70073,NULL,0,NULL,NULL,4,RED-,12052,NULL,11891.35,NULL,VP8941A,1G6DP8EVXA0119873,3/2/2019,Automatic,RED,10877,Small Wagon
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2012,Honda,Accord,EX-L,81159,NULL,0,NULL,12679,5,WHITE-,12410,NULL,10389.96,NULL,VP9099A,1HGCS2B84CA001349,3/1/2019,5-Speed A/T,YELLOW,10384,2-door Compact Passenger Car
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2016,Dodge,Charger,SXT,53344,NULL,0,NULL,19934,3,GRAY-,20735,NULL,18940.59,NULL,VS190978B,2C3CDXJG2GH259878,3/3/2019,Automatic,YELLOW,18484,4-door Large Passenger Car
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2017,Cadillac,XT5,PREMIUM LUXURY AWD,17080,NULL,0.09,NULL,39990,3,GRAY,NULL,NULL,36760,NULL,C190462A,1GYKNERS6HZ199827,3/3/2019,Automatic,YELLOW,34946,4WD Sport Utility Vehicles
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2015,Ford,Explorer,LIMITED,77731,NULL,0,0,NULL,NULL,GRAY,NULL,NULL,1781,NULL,VP9126,1FM5K8F83FGB32077,3/5/2019,Automatic,YELLOW,19990,4WD Sport Utility Vehicles
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2016,Cadillac,Escalade,PREMIUM COLLECTION,48086,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VP9131,1GYS4CKJ7GR455173,3/5/2019,6-Speed A/T,GREEN,47911,4WD Sport Utility Vehicles
Carr Auto Group,Carr Cadillac GMC Buick,45.6453,-122.6038,WA,2016,GMC,Acadia,SLT,0,NULL,0,0,NULL,NULL,WHITE,NULL,NULL,NULL,NULL,VP9130,1GKKVSKD7GJ276982,3/7/2019,Automatic,GREEN,27431,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2003,Chevrolet,Tracker,LT,110729,NULL,0,NULL,4995,2,TAN,NULL,NULL,NULL,NULL,B15968B,2CNBJ13C336946263,3/4/2019,Automatic,RED,2407,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,1989,Ford,3/4 Ton, ,167921,1,6999,NULL,NULL,560,BROWN,NULL,NULL,1623.3,-1622.3,B14811B,1FTHX25G7KKB07084,8/23/2017,M,RED,NULL,2WD Standard Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2007,Nissan,Frontier,XE,85633,8999,10999,NULL,NULL,643,SILVER,NULL,NULL,6067.6,2931.4,BT4216B,1N6BD06T07C403285,6/1/2017,Automatic,RED,5978,2WD Small Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2016,Toyota,Tacoma,TRD Sport,24050,27987,29987,29987,25500,215,SILVER,GRAY,NULL,26156.1,1830.9,P5820,5TFRZ5CN8GX008043,8/3/2018,Automatic,GREEN,26251,2WD Small Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2006,HUMMER,H2,,93432,1,1,NULL,NULL,210,NULL,NULL,NULL,19361.79,-19360.79,B15651B,5GRGN22U76H108300,8/8/2018,Automatic,RED,NULL,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2016,Toyota,Tacoma,TRD Off Road,48103,31476,32987,33987,33257.5555,248,WHITE,GRAY,NULL,29588.18,1887.82,P5810,5TFCZ5AN0GX005226,7/1/2018,Automatic,GREEN,28571,4WD Small Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2017,Chrysler,300,Limited,18574,19999,22988,NULL,20988,196,WHITE,NULL,NULL,19406.59,592.41,B5839,2C3CCAAG2HH662096,8/22/2018,Automatic,YELLOW,18702,4-door Large Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2017,Subaru,Outback, ,27032,23987,27987,NULL,23661,176,WHITE,NULL,NULL,23343.78,643.22,P5854,4S4BSAAC1H3429073,9/11/2018,A/T,YELLOW,22277,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2015,Toyota,Camry,SE,54002,14899,17987,NULL,16043.2105,167,GRAY,NULL,NULL,14823.63,75.37,P5745A,4T1BF1FK2FU101768,9/20/2018,Automatic,GREEN,12911,4-door Mid-Size Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2015,Toyota,Camry Hybrid,XLE,28983,21984,23987,NULL,18240.5,156,WHITE,NULL,NULL,19990.76,1993.24,15511A,4T1BD1FK0FU170982,10/1/2018,Automatic,GREEN,17307,4-door Mid-Size Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2016,Chrysler,Town & Country,TOURING,49738,17891,22987,NULL,18228.1111,154,WHITE,NULL,NULL,16891.02,999.98,15420B,2C4RC1BG6GR230530,10/3/2018,Automatic,YELLOW,17127,2WD Minivans
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2015,Toyota,Camry,SE,60707,15987,17987,NULL,15985.9473,149,ATTITUDE BLACK,NULL,NULL,15000.95,986.05,15702A,4T1BF1FKXFU934539,10/8/2018,Automatic,GREEN,12585,4-door Mid-Size Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Toyota,RAV4,XLE,17911,25987,26987,NULL,24249.9795,141,BLACK,NULL,NULL,23291.16,2695.84,P5889,2T3RFREV2JW752536,10/16/2018,Automatic,GREEN,21680,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2017,Subaru,Outback,Premium,34278,24595,26987,NULL,23967.0731,141,WHITE,NULL,NULL,23595.45,999.55,P5882,4S4BSACC7H3400447,10/16/2018,A/T,YELLOW,21786,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2017,Hyundai,Elantra GT, ,40221,11987,13987,NULL,12859.6666,126,BLUE,NULL,NULL,10762.03,1224.97,P5907,KMHD35LH3HU384654,10/31/2018,Automatic,YELLOW,11393,4-door Mid-Size Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2011,Chevrolet,Equinox,LTZ,230487,1,1,NULL,9981,120,BLEU,NULL,NULL,3265,-3264,B15766A,2CNFLGE50B6229010,11/6/2018,Automatic,RED,5774,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2011,Ram,2500,LARAMIE,134994,32988,32988,NULL,NULL,123,BROWN,NULL,NULL,28508.67,4479.33,B15836A,3D7UT2HLXBG519841,11/3/2018,N/A,RED,31107,4WD Standard Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2014,GMC,Acadia,DENALI,53889,26547,28987,NULL,23744,116,BLACK,NULL,NULL,24547.19,1999.81,P5893B,1GKKVTKD8EJ197419,11/10/2018,Automatic,YELLOW,22758,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Toyota,Corolla,SE,12770,18987,18987,NULL,18505.3333,124,BLUE CRUSH META,NULL,NULL,17881.76,1105.24,T15393,2T1BURHE4JC041577,11/2/2018,Automatic,GREEN,16009,4-door Compact Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2017,Hyundai,Elantra,SE,38791,13985,13985,NULL,12731.8717,114,DARK BLUE,NULL,NULL,11985.41,1999.59,BP5788,5NPD74LF0HH080001,11/12/2018,Automatic,YELLOW,11157,4-door Mid-Size Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2016,Nissan,Altima,2.5 SL,34329,19988,19988,NULL,14410.75,114,SILVER,NULL,NULL,18203.57,1784.43,B15154A,1N4AL3APXGC113008,11/12/2018,Automatic,GREEN,15223,4-door Mid-Size Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2017,Subaru,Outback,PREMIUM,33950,22991,25987,NULL,24006.1951,121,RED,NULL,NULL,21991.13,999.87,P5909,4S4BSACC5H3416484,11/5/2018,A/T,YELLOW,21830,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2006,Ford,Super Duty F-250,XLT,115094,18999,18999,NULL,18216.75,106,BROWN,NULL,NULL,14001.49,4997.51,BP5872A,1FTSW21P46EA09617,11/20/2018,Automatic,RED,13367,4WD Standard Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2015,Kia,Sorento,LX,33102,17987,19987,NULL,NULL,106,NULL,NULL,NULL,16043.07,1943.93,P5869A,5XYKT4A70FG587502,11/20/2018,Automatic,YELLOW,15788,2WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2016,Chevrolet,Suburban,LT,41520,39987,39987,NULL,38488.5,97,SILVER,NULL,NULL,35354.03,4632.97,15773A,1GNSKHKC7GR251202,11/29/2018,Automatic,YELLOW,37691,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Ford,Escape,SE,24066,19994,21987,NULL,21405.878,106,BROWN,NULL,NULL,18494.63,1499.37,P5913,1FMCU9GD4JUA87034,11/20/2018,Automatic,GREEN,16993,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Toyota,Corolla,SE,6456,19987,19987,NULL,18338.6666,99,SUPER WHT,BLACK,NULL,17224.98,2762.02,15750A,2T1BURHE9JC047987,11/27/2018,Automatic,GREEN,17451,4-door Compact Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2003,Chevrolet,Blazer,LS,95126,1,1,NULL,NULL,92,GOLD,NULL,NULL,707.5,-706.5,B15543C,1GNDT13X03K146440,12/4/2018,Automatic,RED,1864,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2017,Toyota,Tacoma,SR,12944,23987,23987,NULL,23486,92,SILVER,NULL,NULL,19061.86,4925.14,P5917A,5TFRX5GN8HX093127,12/4/2018,Automatic,GREEN,20198,2WD Small Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2015,Toyota,Sienna,XLE,57155,23987,23987,NULL,23416.6,100,BLACK,NULL,NULL,23503.11,483.89,P5918,5TDYK3DCXFS604194,11/26/2018,Automatic,GREEN,21096,2WD Minivans
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Toyota,Tundra 4WD,SR,16123,29987,31987,NULL,34587.6666,103,RED,NULL,NULL,28858.9,1128.1,P5915,5TFUM5F11JX077018,11/23/2018,Automatic,GREEN,28098,4WD Standard Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2002,Chevrolet,S-10,,192719,5995,5995,NULL,NULL,79,NULL,NULL,NULL,2571.73,3423.27,B5758BB,1GCDT19W528209454,12/17/2018,Automatic,RED,2415,4WD Small Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2017,Dodge,Grand Caravan,SXT,52001,17487,18487,NULL,16738.9883,79,WHITE,NULL,NULL,15619.77,1867.23,PB5758B,2C4RDGCG7HR573671,12/17/2018,Automatic,GREEN,15029,2WD Minivans
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Mazda,Mazda3 5-Door,TOURING,23112,19987,19987,NULL,NULL,85,BLUE,NULL,NULL,16467.28,3519.72,P5921,3MZBN1L34JM195859,12/11/2018,Automatic,YELLOW,16098,4-door Mid-Size Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2016,Toyota,Corolla,L,32870,14877,15987,NULL,15055.2753,77,SILVER,NULL,NULL,11833.32,3043.68,P5832A,5YFBURHEXGP470263,12/19/2018,Automatic,GREEN,12133,4-door Compact Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2008,Dodge,Ram 2500,SLT,131761,17999,17999,NULL,17370,79,WHITE,NULL,NULL,12409.98,5589.02,B5665A,3D7KS28D18G202915,12/17/2018,N/A,RED,15098,4WD Standard Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2014,Subaru,XV Crosstrek,PREMIUM,48534,18498,19987,NULL,18327.3333,75,SILVER,NULL,NULL,16595.23,1902.77,P5876A,JF2GPACC2E8216285,12/21/2018,CVT Transmission,YELLOW,17084,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2016,Toyota,Corolla,S PLUS,58621,15987,15987,NULL,15766.2666,70,SILVER,NULL,NULL,12342.63,3644.37,PBC399A,5YFBURHE7GP526272,12/26/2018,Automatic,GREEN,12798,4-door Compact Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2008,Ford,Mustang,Deluxe,51350,9999,9999,NULL,NULL,77,GRAY,NULL,NULL,5402.82,4596.18,BP5890A,1ZVHT80N685131692,12/19/2018,Manual,RED,7168,2-door Sub-Compact Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2016,Chevrolet,Malibu,LTZ,51683,14987,14987,NULL,15993,65,SILVER,NULL,NULL,12637.35,2349.65,15951A,1G11E5SA6GF136867,12/31/2018,Automatic,YELLOW,12932,4-door Mid-Size Passenger Car
